# x	y	u	v	flags	mask
1.8794e+01	7.9155e+00	-4.6918e-01	2.5832e-01	1.0000e+00	0.0000e+00
1.8939e+01	7.9155e+00	-5.1889e-01	1.9703e-01	0.0000e+00	0.0000e+00
1.9084e+01	7.9155e+00	-5.2632e-01	2.9535e-01	0.0000e+00	0.0000e+00
1.9229e+01	7.9155e+00	-5.8230e-01	2.6099e-01	0.0000e+00	0.0000e+00
1.9374e+01	7.9155e+00	-6.7381e-01	1.9120e-01	0.0000e+00	0.0000e+00
1.9519e+01	7.9155e+00	-4.9283e-01	3.0744e-01	1.0000e+00	0.0000e+00
1.9664e+01	7.9155e+00	-3.8745e-01	2.8378e-01	0.0000e+00	0.0000e+00
2.2793e-01	7.7704e+00	-7.5598e-01	-5.5190e-03	1.0000e+00	0.0000e+00
3.7298e-01	7.7704e+00	-4.3934e-01	7.0399e-03	0.0000e+00	0.0000e+00
5.1803e-01	7.7704e+00	-4.5925e-01	-6.9942e-03	0.0000e+00	0.0000e+00
6.6308e-01	7.7704e+00	-4.8555e-01	4.0234e-02	0.0000e+00	0.0000e+00
8.0812e-01	7.7704e+00	-4.8601e-01	3.8900e-02	0.0000e+00	0.0000e+00
9.5317e-01	7.7704e+00	-4.4752e-01	1.7504e-02	0.0000e+00	0.0000e+00
1.0982e+00	7.7704e+00	-4.5530e-01	1.4181e-03	0.0000e+00	0.0000e+00
1.2433e+00	7.7704e+00	-4.6785e-01	-3.0791e-02	0.0000e+00	0.0000e+00
1.3883e+00	7.7704e+00	-5.1695e-01	-2.1649e-02	0.0000e+00	0.0000e+00
1.5334e+00	7.7704e+00	-5.5125e-01	7.7607e-03	0.0000e+00	0.0000e+00
1.6784e+00	7.7704e+00	-5.1937e-01	1.8348e-02	0.0000e+00	0.0000e+00
1.8235e+00	7.7704e+00	-5.5184e-01	-3.9425e-02	0.0000e+00	0.0000e+00
1.9685e+00	7.7704e+00	-6.9856e-02	-5.4167e-01	0.0000e+00	0.0000e+00
2.1136e+00	7.7704e+00	-9.3545e-01	6.1378e+00	0.0000e+00	0.0000e+00
2.2586e+00	7.7704e+00	-1.6865e+00	5.8473e+00	0.0000e+00	0.0000e+00
2.4036e+00	7.7704e+00	-3.9491e+00	-5.2065e+00	0.0000e+00	0.0000e+00
2.5487e+00	7.7704e+00	-2.4587e-01	2.2958e-01	0.0000e+00	0.0000e+00
2.6937e+00	7.7704e+00	-1.1695e+00	2.6995e-01	1.0000e+00	0.0000e+00
2.8388e+00	7.7704e+00	-9.7887e-01	3.1089e-01	1.0000e+00	0.0000e+00
2.9838e+00	7.7704e+00	-5.4514e-01	1.7795e-01	0.0000e+00	0.0000e+00
3.1289e+00	7.7704e+00	-4.5588e-01	6.3780e-02	0.0000e+00	0.0000e+00
3.2739e+00	7.7704e+00	-4.0583e-01	1.1471e-03	0.0000e+00	0.0000e+00
3.4190e+00	7.7704e+00	-3.7700e-01	9.4255e-02	0.0000e+00	0.0000e+00
3.5640e+00	7.7704e+00	-5.0674e-01	1.3154e-01	0.0000e+00	0.0000e+00
3.7091e+00	7.7704e+00	-4.3470e-01	6.6090e-02	0.0000e+00	0.0000e+00
3.8541e+00	7.7704e+00	-3.6964e-01	1.5999e-02	0.0000e+00	0.0000e+00
3.9992e+00	7.7704e+00	-4.1216e-01	6.2752e-03	1.0000e+00	0.0000e+00
4.1442e+00	7.7704e+00	-4.0836e-01	5.1099e-03	1.0000e+00	0.0000e+00
4.2893e+00	7.7704e+00	-4.1151e-01	9.3537e-03	1.0000e+00	0.0000e+00
4.4343e+00	7.7704e+00	-4.3501e-01	-1.1367e-01	1.0000e+00	0.0000e+00
4.5794e+00	7.7704e+00	-5.0578e-01	-1.8524e-01	1.0000e+00	0.0000e+00
4.7244e+00	7.7704e+00	-5.9827e-01	-2.0582e-01	1.0000e+00	0.0000e+00
4.8695e+00	7.7704e+00	-7.0255e-01	-2.6346e-01	1.0000e+00	0.0000e+00
5.0145e+00	7.7704e+00	-7.5518e-01	-2.9187e-01	1.0000e+00	0.0000e+00
5.1596e+00	7.7704e+00	-8.0141e-01	-3.7115e-01	1.0000e+00	0.0000e+00
5.3046e+00	7.7704e+00	-8.4247e-01	-4.2092e-01	1.0000e+00	0.0000e+00
5.4496e+00	7.7704e+00	-8.7679e-01	-4.1306e-01	1.0000e+00	0.0000e+00
5.5947e+00	7.7704e+00	-8.8632e-01	-4.7231e-01	1.0000e+00	0.0000e+00
5.7397e+00	7.7704e+00	-8.7585e-01	-5.1867e-01	1.0000e+00	0.0000e+00
5.8848e+00	7.7704e+00	-8.5476e-01	-5.8295e-01	1.0000e+00	0.0000e+00
6.0298e+00	7.7704e+00	-6.6521e-01	-1.1395e+00	0.0000e+00	0.0000e+00
6.1749e+00	7.7704e+00	-7.5289e-01	-4.9203e-01	1.0000e+00	0.0000e+00
6.3199e+00	7.7704e+00	-6.9186e-01	-9.2872e-01	0.0000e+00	0.0000e+00
6.4650e+00	7.7704e+00	-4.8352e-01	-1.0725e-01	0.0000e+00	0.0000e+00
6.6100e+00	7.7704e+00	-5.3126e-01	6.2866e-02	0.0000e+00	0.0000e+00
6.7551e+00	7.7704e+00	-5.0625e-01	7.3075e-02	0.0000e+00	0.0000e+00
6.9001e+00	7.7704e+00	-4.7177e-01	5.8718e-02	0.0000e+00	0.0000e+00
7.0452e+00	7.7704e+00	-4.0675e-01	-3.7607e-01	0.0000e+00	0.0000e+00
7.1902e+00	7.7704e+00	-4.4214e-01	-6.8757e-01	0.0000e+00	0.0000e+00
7.3353e+00	7.7704e+00	-4.3869e-01	-8.7999e-01	0.0000e+00	0.0000e+00
7.4803e+00	7.7704e+00	-4.8151e-01	-1.0261e+00	0.0000e+00	0.0000e+00
7.6254e+00	7.7704e+00	-5.4057e-01	-9.9227e-01	0.0000e+00	0.0000e+00
7.7704e+00	7.7704e+00	-3.8705e-01	-1.3429e+00	0.0000e+00	0.0000e+00
7.9155e+00	7.7704e+00	-2.7517e-01	-1.6901e+00	0.0000e+00	0.0000e+00
8.0605e+00	7.7704e+00	-2.0450e-01	-1.9296e+00	0.0000e+00	0.0000e+00
8.2056e+00	7.7704e+00	-1.5466e-01	-2.0242e+00	0.0000e+00	0.0000e+00
8.3506e+00	7.7704e+00	-8.9407e-02	-1.4688e+00	0.0000e+00	0.0000e+00
8.4956e+00	7.7704e+00	-4.7837e-01	-3.6704e-01	0.0000e+00	0.0000e+00
8.6407e+00	7.7704e+00	-2.9151e-01	-1.3165e-01	0.0000e+00	0.0000e+00
8.7857e+00	7.7704e+00	-3.8316e-01	-3.1538e-01	0.0000e+00	0.0000e+00
8.9308e+00	7.7704e+00	-4.9082e-01	-4.5437e-01	0.0000e+00	0.0000e+00
9.0758e+00	7.7704e+00	-6.9396e-01	-5.8512e-01	0.0000e+00	0.0000e+00
9.2209e+00	7.7704e+00	-4.9516e-01	-6.5808e-01	0.0000e+00	0.0000e+00
9.3659e+00	7.7704e+00	-5.0439e-01	-2.9961e-01	0.0000e+00	0.0000e+00
9.5110e+00	7.7704e+00	-6.7251e-01	-9.5785e-02	0.0000e+00	0.0000e+00
9.6560e+00	7.7704e+00	-6.2193e-01	-1.6176e+00	0.0000e+00	0.0000e+00
9.8011e+00	7.7704e+00	-5.2022e-01	-2.0360e+00	0.0000e+00	0.0000e+00
9.9461e+00	7.7704e+00	-4.6565e-01	-2.1662e+00	0.0000e+00	0.0000e+00
1.0091e+01	7.7704e+00	-3.9918e-01	-1.7404e+00	0.0000e+00	0.0000e+00
1.0236e+01	7.7704e+00	-3.9835e-01	-1.8659e+00	0.0000e+00	0.0000e+00
1.0381e+01	7.7704e+00	-4.3199e-01	-1.9283e+00	0.0000e+00	0.0000e+00
1.0526e+01	7.7704e+00	-5.5307e-01	-2.0707e+00	0.0000e+00	0.0000e+00
1.0671e+01	7.7704e+00	-4.8068e-01	-2.0824e+00	0.0000e+00	0.0000e+00
1.0816e+01	7.7704e+00	-5.1125e-01	-2.1413e+00	0.0000e+00	0.0000e+00
1.0961e+01	7.7704e+00	-4.2170e-01	-2.1694e+00	0.0000e+00	0.0000e+00
1.1107e+01	7.7704e+00	-5.5044e-01	-2.1058e+00	0.0000e+00	0.0000e+00
1.1252e+01	7.7704e+00	-5.3133e-01	-2.0179e+00	0.0000e+00	0.0000e+00
1.1397e+01	7.7704e+00	-5.4867e-01	-1.8833e+00	0.0000e+00	0.0000e+00
1.1542e+01	7.7704e+00	-6.8612e-01	-1.9771e+00	0.0000e+00	0.0000e+00
1.1687e+01	7.7704e+00	-7.7753e+00	2.4547e+00	0.0000e+00	0.0000e+00
1.1832e+01	7.7704e+00	-9.8253e-01	1.6699e+00	0.0000e+00	0.0000e+00
1.1977e+01	7.7704e+00	-1.0196e+00	1.7132e+00	0.0000e+00	0.0000e+00
1.2122e+01	7.7704e+00	-6.1744e-02	-2.0265e+00	0.0000e+00	0.0000e+00
1.2267e+01	7.7704e+00	-1.3314e-01	-1.9770e+00	0.0000e+00	0.0000e+00
1.2412e+01	7.7704e+00	-4.6256e-01	-1.3791e+00	0.0000e+00	0.0000e+00
1.2557e+01	7.7704e+00	-2.1252e-01	-9.7045e-01	0.0000e+00	0.0000e+00
1.2702e+01	7.7704e+00	-3.8909e-01	-3.1458e-01	0.0000e+00	0.0000e+00
1.2847e+01	7.7704e+00	-5.3973e-01	-1.6021e+00	0.0000e+00	0.0000e+00
1.2992e+01	7.7704e+00	-4.6184e-01	1.1777e-01	0.0000e+00	0.0000e+00
1.3137e+01	7.7704e+00	-6.4466e-01	3.5024e-01	0.0000e+00	0.0000e+00
1.3282e+01	7.7704e+00	-3.5759e+00	6.3722e+00	0.0000e+00	0.0000e+00
1.3427e+01	7.7704e+00	-4.5686e-01	-5.7497e-02	0.0000e+00	0.0000e+00
1.3572e+01	7.7704e+00	-4.5558e-01	-6.8862e-02	0.0000e+00	0.0000e+00
1.3717e+01	7.7704e+00	-4.6915e-01	-2.4634e-02	0.0000e+00	0.0000e+00
1.3862e+01	7.7704e+00	-4.4862e-01	4.3741e-02	0.0000e+00	0.0000e+00
1.4007e+01	7.7704e+00	-3.7478e-01	9.4433e-03	0.0000e+00	0.0000e+00
1.4153e+01	7.7704e+00	-5.0239e-01	1.2863e-01	1.0000e+00	0.0000e+00
1.4298e+01	7.7704e+00	-5.0810e-01	1.0567e-01	1.0000e+00	0.0000e+00
1.4443e+01	7.7704e+00	-5.0097e-01	9.9625e-02	1.0000e+00	0.0000e+00
1.4588e+01	7.7704e+00	-4.9749e-01	1.0214e-01	1.0000e+00	0.0000e+00
1.4733e+01	7.7704e+00	-7.2374e-01	-2.9620e-01	0.0000e+00	0.0000e+00
1.4878e+01	7.7704e+00	-2.1153e-01	-2.3917e-01	0.0000e+00	0.0000e+00
1.5023e+01	7.7704e+00	-1.6589e-01	1.8953e-01	0.0000e+00	0.0000e+00
1.5168e+01	7.7704e+00	-5.7483e-01	2.8976e-01	0.0000e+00	0.0000e+00
1.5313e+01	7.7704e+00	-6.4134e-01	4.1842e-01	0.0000e+00	0.0000e+00
1.5458e+01	7.7704e+00	-5.3252e-01	2.5884e-01	0.0000e+00	0.0000e+00
1.5603e+01	7.7704e+00	-4.8703e-01	1.9622e-01	0.0000e+00	0.0000e+00
1.5748e+01	7.7704e+00	-2.2050e-01	3.0926e-01	1.0000e+00	0.0000e+00
1.5893e+01	7.7704e+00	-1.8715e-01	3.3152e-01	1.0000e+00	0.0000e+00
1.6038e+01	7.7704e+00	1.4450e+00	1.7734e+00	0.0000e+00	0.0000e+00
1.6183e+01	7.7704e+00	-1.3836e-01	1.6659e-01	0.0000e+00	0.0000e+00
1.6328e+01	7.7704e+00	-3.8816e-01	1.5910e-01	0.0000e+00	0.0000e+00
1.6473e+01	7.7704e+00	-4.5387e-01	1.8080e-01	0.0000e+00	0.0000e+00
1.6618e+01	7.7704e+00	-4.3997e-01	9.8220e-02	0.0000e+00	0.0000e+00
1.6763e+01	7.7704e+00	-4.9564e-01	-7.0326e-02	0.0000e+00	0.0000e+00
1.6908e+01	7.7704e+00	-6.3388e-01	-8.6020e-02	0.0000e+00	0.0000e+00
1.7053e+01	7.7704e+00	-6.8818e-01	1.0114e-01	0.0000e+00	0.0000e+00
1.7199e+01	7.7704e+00	-6.0520e-01	1.2628e-01	0.0000e+00	0.0000e+00
1.7344e+01	7.7704e+00	-5.7583e-01	1.0316e-01	0.0000e+00	0.0000e+00
1.7489e+01	7.7704e+00	-5.1962e-01	-1.2270e-01	1.0000e+00	0.0000e+00
1.7634e+01	7.7704e+00	-5.1254e-01	1.9463e-01	0.0000e+00	0.0000e+00
1.7779e+01	7.7704e+00	-4.4724e-01	1.0134e-01	0.0000e+00	0.0000e+00
1.7924e+01	7.7704e+00	-3.9573e-01	1.2962e-01	0.0000e+00	0.0000e+00
1.8069e+01	7.7704e+00	-4.0072e-01	1.6365e-01	0.0000e+00	0.0000e+00
1.8214e+01	7.7704e+00	-1.0819e-01	-6.2102e-02	0.0000e+00	0.0000e+00
1.8359e+01	7.7704e+00	-1.6886e-01	-8.6068e-02	0.0000e+00	0.0000e+00
1.8504e+01	7.7704e+00	-4.8122e-01	1.1317e-01	0.0000e+00	0.0000e+00
1.8649e+01	7.7704e+00	-6.2787e-01	2.0243e-01	0.0000e+00	0.0000e+00
1.8794e+01	7.7704e+00	-4.8793e-01	1.8371e-01	0.0000e+00	0.0000e+00
1.8939e+01	7.7704e+00	-4.4391e-01	2.2358e-01	0.0000e+00	0.0000e+00
1.9084e+01	7.7704e+00	-4.9415e-01	2.8611e-01	1.0000e+00	0.0000e+00
1.9229e+01	7.7704e+00	-4.9972e-01	2.9792e-01	1.0000e+00	0.0000e+00
1.9374e+01	7.7704e+00	-5.0193e-01	1.7598e-01	0.0000e+00	0.0000e+00
1.9519e+01	7.7704e+00	-4.9755e-01	2.3267e-01	0.0000e+00	0.0000e+00
1.9664e+01	7.7704e+00	-5.1581e-01	3.4205e-01	0.0000e+00	0.0000e+00
2.2793e-01	7.6254e+00	-5.2255e-01	1.4235e-01	0.0000e+00	0.0000e+00
3.7298e-01	7.6254e+00	-4.8532e-01	-3.2215e-02	0.0000e+00	0.0000e+00
5.1803e-01	7.6254e+00	-4.7633e-01	-4.8651e-02	0.0000e+00	0.0000e+00
6.6308e-01	7.6254e+00	-4.7680e-01	-5.9288e-02	0.0000e+00	0.0000e+00
8.0812e-01	7.6254e+00	-6.3512e-01	2.1135e-01	1.0000e+00	0.0000e+00
9.5317e-01	7.6254e+00	-3.9209e-01	1.7883e-01	0.0000e+00	0.0000e+00
1.0982e+00	7.6254e+00	-4.1864e-01	3.0314e-02	0.0000e+00	0.0000e+00
1.2433e+00	7.6254e+00	-4.7695e-01	-5.6090e-03	0.0000e+00	0.0000e+00
1.3883e+00	7.6254e+00	-5.3313e-01	2.9884e-02	0.0000e+00	0.0000e+00
1.5334e+00	7.6254e+00	-5.3781e-01	3.5045e-02	0.0000e+00	0.0000e+00
1.6784e+00	7.6254e+00	6.4598e-01	-5.2809e+00	0.0000e+00	0.0000e+00
1.8235e+00	7.6254e+00	-5.4303e-01	7.7821e-02	0.0000e+00	0.0000e+00
1.9685e+00	7.6254e+00	-6.2467e-01	1.0638e-01	0.0000e+00	0.0000e+00
2.1136e+00	7.6254e+00	-1.2449e+00	-1.0970e-01	1.0000e+00	0.0000e+00
2.2586e+00	7.6254e+00	-3.1521e+00	-1.4219e+00	0.0000e+00	0.0000e+00
2.4036e+00	7.6254e+00	-1.3488e+00	1.9950e-01	1.0000e+00	0.0000e+00
2.5487e+00	7.6254e+00	-1.2755e+00	3.3128e-01	1.0000e+00	0.0000e+00
2.6937e+00	7.6254e+00	1.6261e-01	1.7617e+00	0.0000e+00	0.0000e+00
2.8388e+00	7.6254e+00	-9.4459e-01	3.3558e-01	1.0000e+00	0.0000e+00
2.9838e+00	7.6254e+00	-5.7718e-01	4.7310e-01	0.0000e+00	0.0000e+00
3.1289e+00	7.6254e+00	-5.2203e-01	2.1343e-01	0.0000e+00	0.0000e+00
3.2739e+00	7.6254e+00	-4.0807e-01	2.1600e-02	0.0000e+00	0.0000e+00
3.4190e+00	7.6254e+00	-3.1990e-01	1.5088e-01	0.0000e+00	0.0000e+00
3.5640e+00	7.6254e+00	-4.5379e-01	7.5674e-02	0.0000e+00	0.0000e+00
3.7091e+00	7.6254e+00	-3.8123e-01	2.0525e-02	0.0000e+00	0.0000e+00
3.8541e+00	7.6254e+00	-4.0149e-01	1.0660e-01	1.0000e+00	0.0000e+00
3.9992e+00	7.6254e+00	-3.6310e-01	2.8056e-02	1.0000e+00	0.0000e+00
4.1442e+00	7.6254e+00	-3.5489e-01	2.7438e-02	1.0000e+00	0.0000e+00
4.2893e+00	7.6254e+00	-3.4993e-01	3.3920e-02	1.0000e+00	0.0000e+00
4.4343e+00	7.6254e+00	-4.1391e-01	-4.0703e-02	1.0000e+00	0.0000e+00
4.5794e+00	7.6254e+00	-5.2422e-01	-6.5185e-02	1.0000e+00	0.0000e+00
4.7244e+00	7.6254e+00	-6.5960e-01	-3.2446e-02	1.0000e+00	0.0000e+00
4.8695e+00	7.6254e+00	-8.1655e-01	-3.7667e-02	1.0000e+00	0.0000e+00
5.0145e+00	7.6254e+00	-9.0609e-01	-4.4617e-02	1.0000e+00	0.0000e+00
5.1596e+00	7.6254e+00	-9.4677e-01	-8.5669e-02	1.0000e+00	0.0000e+00
5.3046e+00	7.6254e+00	-9.7159e-01	-1.2072e-01	1.0000e+00	0.0000e+00
5.4496e+00	7.6254e+00	-9.7978e-01	-1.2783e-01	1.0000e+00	0.0000e+00
5.5947e+00	7.6254e+00	-9.6742e-01	-2.0067e-01	1.0000e+00	0.0000e+00
5.7397e+00	7.6254e+00	-9.1999e-01	-2.7369e-01	1.0000e+00	0.0000e+00
5.8848e+00	7.6254e+00	-8.7064e-01	-3.5520e-01	1.0000e+00	0.0000e+00
6.0298e+00	7.6254e+00	-8.0749e-01	-3.8306e-01	1.0000e+00	0.0000e+00
6.1749e+00	7.6254e+00	-7.3030e-01	-3.4181e-01	1.0000e+00	0.0000e+00
6.3199e+00	7.6254e+00	-6.0642e-01	-6.2684e-01	0.0000e+00	0.0000e+00
6.4650e+00	7.6254e+00	-5.6510e-01	-1.3202e-01	0.0000e+00	0.0000e+00
6.6100e+00	7.6254e+00	-5.3863e-01	8.4786e-02	0.0000e+00	0.0000e+00
6.7551e+00	7.6254e+00	-5.4324e-01	-1.9393e-03	0.0000e+00	0.0000e+00
6.9001e+00	7.6254e+00	-5.2229e-01	-1.0879e-01	0.0000e+00	0.0000e+00
7.0452e+00	7.6254e+00	-6.3311e-01	-3.8408e-01	0.0000e+00	0.0000e+00
7.1902e+00	7.6254e+00	-4.1753e-01	-6.7983e-01	0.0000e+00	0.0000e+00
7.3353e+00	7.6254e+00	-4.3617e-01	-8.8498e-01	0.0000e+00	0.0000e+00
7.4803e+00	7.6254e+00	-4.7251e-01	-7.9405e-01	1.0000e+00	0.0000e+00
7.6254e+00	7.6254e+00	-4.5716e-01	-7.9902e-01	0.0000e+00	0.0000e+00
7.7704e+00	7.6254e+00	-4.3011e-01	-1.2320e+00	0.0000e+00	0.0000e+00
7.9155e+00	7.6254e+00	-1.6082e-01	-1.6513e+00	0.0000e+00	0.0000e+00
8.0605e+00	7.6254e+00	-1.6706e-01	-1.9350e+00	0.0000e+00	0.0000e+00
8.2056e+00	7.6254e+00	-2.4371e-01	-1.2672e+00	1.0000e+00	0.0000e+00
8.3506e+00	7.6254e+00	-1.0605e-01	-1.7653e+00	0.0000e+00	0.0000e+00
8.4956e+00	7.6254e+00	-4.7037e-01	-9.3570e-01	0.0000e+00	0.0000e+00
8.6407e+00	7.6254e+00	-2.7013e-01	-7.0784e-02	0.0000e+00	0.0000e+00
8.7857e+00	7.6254e+00	-1.6873e-01	-5.8917e-01	0.0000e+00	0.0000e+00
8.9308e+00	7.6254e+00	-3.6100e-01	-1.8741e-01	0.0000e+00	0.0000e+00
9.0758e+00	7.6254e+00	-6.3268e-01	-8.9875e-01	0.0000e+00	0.0000e+00
9.2209e+00	7.6254e+00	-4.1831e-01	3.5824e-02	0.0000e+00	0.0000e+00
9.3659e+00	7.6254e+00	-4.9776e-01	1.7835e-01	0.0000e+00	0.0000e+00
9.5110e+00	7.6254e+00	-6.6190e-01	1.8251e-01	0.0000e+00	0.0000e+00
9.6560e+00	7.6254e+00	-6.3673e-01	-1.8804e+00	0.0000e+00	0.0000e+00
9.8011e+00	7.6254e+00	-4.2126e-01	-2.0478e+00	0.0000e+00	0.0000e+00
9.9461e+00	7.6254e+00	-4.1075e-01	-2.2121e+00	0.0000e+00	0.0000e+00
1.0091e+01	7.6254e+00	-4.7833e-01	-2.0943e+00	0.0000e+00	0.0000e+00
1.0236e+01	7.6254e+00	-4.1907e-01	-1.9896e+00	0.0000e+00	0.0000e+00
1.0381e+01	7.6254e+00	-4.7634e-01	-1.8984e+00	0.0000e+00	0.0000e+00
1.0526e+01	7.6254e+00	-5.1453e-01	-1.9624e+00	0.0000e+00	0.0000e+00
1.0671e+01	7.6254e+00	-5.3290e-01	-2.0962e+00	0.0000e+00	0.0000e+00
1.0816e+01	7.6254e+00	-5.3322e-01	-2.2205e+00	0.0000e+00	0.0000e+00
1.0961e+01	7.6254e+00	-3.9966e-01	-2.2594e+00	0.0000e+00	0.0000e+00
1.1107e+01	7.6254e+00	-4.1640e-01	-2.1104e+00	0.0000e+00	0.0000e+00
1.1252e+01	7.6254e+00	-4.1109e-01	-2.1550e+00	0.0000e+00	0.0000e+00
1.1397e+01	7.6254e+00	-3.6914e-01	-2.3401e+00	0.0000e+00	0.0000e+00
1.1542e+01	7.6254e+00	5.0301e+00	-2.5270e+00	0.0000e+00	0.0000e+00
1.1687e+01	7.6254e+00	-2.5583e-01	-1.3354e+00	1.0000e+00	0.0000e+00
1.1832e+01	7.6254e+00	-6.8648e-01	1.3992e+00	0.0000e+00	0.0000e+00
1.1977e+01	7.6254e+00	-8.2135e-01	1.5477e+00	0.0000e+00	0.0000e+00
1.2122e+01	7.6254e+00	-5.8817e-01	4.8478e-01	0.0000e+00	0.0000e+00
1.2267e+01	7.6254e+00	-2.9320e-01	-7.6307e-02	0.0000e+00	0.0000e+00
1.2412e+01	7.6254e+00	-4.3490e-01	-4.9211e-02	0.0000e+00	0.0000e+00
1.2557e+01	7.6254e+00	-4.6454e-01	-3.3574e-01	0.0000e+00	0.0000e+00
1.2702e+01	7.6254e+00	-3.7207e-01	-3.6383e-02	0.0000e+00	0.0000e+00
1.2847e+01	7.6254e+00	-4.6999e-01	1.7443e-01	0.0000e+00	0.0000e+00
1.2992e+01	7.6254e+00	-3.3472e-01	1.1997e-01	0.0000e+00	0.0000e+00
1.3137e+01	7.6254e+00	-3.8518e-01	-2.4808e-02	0.0000e+00	0.0000e+00
1.3282e+01	7.6254e+00	-4.2283e-01	-1.3921e-02	0.0000e+00	0.0000e+00
1.3427e+01	7.6254e+00	-4.7763e-01	-1.0859e-01	0.0000e+00	0.0000e+00
1.3572e+01	7.6254e+00	-5.0759e-01	-7.3402e-02	0.0000e+00	0.0000e+00
1.3717e+01	7.6254e+00	-4.6404e-01	-1.3956e-01	0.0000e+00	0.0000e+00
1.3862e+01	7.6254e+00	-5.4462e-01	-1.8894e-01	0.0000e+00	0.0000e+00
1.4007e+01	7.6254e+00	-3.9157e-01	-1.1179e-01	0.0000e+00	0.0000e+00
1.4153e+01	7.6254e+00	-5.1161e-01	9.5208e-02	1.0000e+00	0.0000e+00
1.4298e+01	7.6254e+00	-5.2380e-01	7.4844e-02	1.0000e+00	0.0000e+00
1.4443e+01	7.6254e+00	-5.1561e-01	7.2244e-02	1.0000e+00	0.0000e+00
1.4588e+01	7.6254e+00	-5.1004e-01	8.1541e-02	1.0000e+00	0.0000e+00
1.4733e+01	7.6254e+00	-6.3861e-01	7.4126e-03	0.0000e+00	0.0000e+00
1.4878e+01	7.6254e+00	-5.2108e-01	9.3905e-02	1.0000e+00	0.0000e+00
1.5023e+01	7.6254e+00	-4.2197e-01	-5.7296e-02	0.0000e+00	0.0000e+00
1.5168e+01	7.6254e+00	-5.8061e-01	6.4635e-02	0.0000e+00	0.0000e+00
1.5313e+01	7.6254e+00	-5.7783e-01	1.1906e-01	0.0000e+00	0.0000e+00
1.5458e+01	7.6254e+00	-5.4539e-01	9.3240e-02	0.0000e+00	0.0000e+00
1.5603e+01	7.6254e+00	-5.0907e-01	6.2590e-02	0.0000e+00	0.0000e+00
1.5748e+01	7.6254e+00	-2.1534e-01	3.3557e-01	1.0000e+00	0.0000e+00
1.5893e+01	7.6254e+00	-1.6152e-01	3.5757e-01	1.0000e+00	0.0000e+00
1.6038e+01	7.6254e+00	1.5417e+00	1.8249e+00	0.0000e+00	0.0000e+00
1.6183e+01	7.6254e+00	8.1984e-02	3.7377e-01	0.0000e+00	0.0000e+00
1.6328e+01	7.6254e+00	-3.7021e-01	1.6382e-01	0.0000e+00	0.0000e+00
1.6473e+01	7.6254e+00	-4.0919e-01	1.6188e-01	0.0000e+00	0.0000e+00
1.6618e+01	7.6254e+00	-4.5088e-01	1.8484e-01	0.0000e+00	0.0000e+00
1.6763e+01	7.6254e+00	-5.6992e-01	2.2202e-01	0.0000e+00	0.0000e+00
1.6908e+01	7.6254e+00	-7.7546e-01	1.2694e-01	0.0000e+00	0.0000e+00
1.7053e+01	7.6254e+00	-5.5592e-01	-1.3125e-01	1.0000e+00	0.0000e+00
1.7199e+01	7.6254e+00	9.7015e-01	-4.3269e+00	0.0000e+00	0.0000e+00
1.7344e+01	7.6254e+00	-5.0357e-01	9.4977e-02	0.0000e+00	0.0000e+00
1.7489e+01	7.6254e+00	-4.3144e-01	1.6202e-01	0.0000e+00	0.0000e+00
1.7634e+01	7.6254e+00	-6.2803e-01	1.6477e-01	0.0000e+00	0.0000e+00
1.7779e+01	7.6254e+00	-4.1636e-01	5.7782e-02	0.0000e+00	0.0000e+00
1.7924e+01	7.6254e+00	-3.0397e-01	1.6893e-01	0.0000e+00	0.0000e+00
1.8069e+01	7.6254e+00	-1.2553e-01	1.1756e-01	0.0000e+00	0.0000e+00
1.8214e+01	7.6254e+00	8.2642e+00	-4.5470e+00	0.0000e+00	0.0000e+00
1.8359e+01	7.6254e+00	-2.3577e-01	1.1431e-01	1.0000e+00	0.0000e+00
1.8504e+01	7.6254e+00	-3.6576e-01	1.2413e-01	0.0000e+00	0.0000e+00
1.8649e+01	7.6254e+00	-4.8826e-01	2.2035e-01	0.0000e+00	0.0000e+00
1.8794e+01	7.6254e+00	-5.0019e-01	2.5997e-01	0.0000e+00	0.0000e+00
1.8939e+01	7.6254e+00	-4.8213e-01	2.3502e-01	0.0000e+00	0.0000e+00
1.9084e+01	7.6254e+00	-3.8852e-01	2.7848e-01	0.0000e+00	0.0000e+00
1.9229e+01	7.6254e+00	-4.9625e-01	2.9652e-01	1.0000e+00	0.0000e+00
1.9374e+01	7.6254e+00	-4.6743e-01	2.8457e-01	0.0000e+00	0.0000e+00
1.9519e+01	7.6254e+00	-5.3430e-01	3.5771e-01	0.0000e+00	0.0000e+00
1.9664e+01	7.6254e+00	-5.8168e-01	4.4676e-01	0.0000e+00	0.0000e+00
2.2793e-01	7.4803e+00	-5.7256e-01	2.3893e-01	0.0000e+00	0.0000e+00
3.7298e-01	7.4803e+00	-5.2137e-01	1.8528e-02	0.0000e+00	0.0000e+00
5.1803e-01	7.4803e+00	-4.9451e-01	-7.7808e-02	0.0000e+00	0.0000e+00
6.6308e-01	7.4803e+00	-4.7412e-01	-6.1821e-02	0.0000e+00	0.0000e+00
8.0812e-01	7.4803e+00	-4.4865e-01	1.2352e-01	0.0000e+00	0.0000e+00
