# x	y	u	v	flags	mask
2.2793e-01	1.0961e+01	-4.8661e-01	1.7713e-03	1.0000e+00	0.0000e+00
3.7298e-01	1.0961e+01	-4.0789e-01	-1.9896e-02	0.0000e+00	0.0000e+00
5.1803e-01	1.0961e+01	-4.6280e-01	2.7563e-02	0.0000e+00	0.0000e+00
6.6308e-01	1.0961e+01	-5.3087e-01	4.8901e-02	0.0000e+00	0.0000e+00
8.0812e-01	1.0961e+01	-7.1680e-01	1.8574e-01	1.0000e+00	0.0000e+00
9.5317e-01	1.0961e+01	-8.1904e-01	2.5986e-01	1.0000e+00	0.0000e+00
1.0982e+00	1.0961e+01	-8.9714e-01	2.8585e-01	1.0000e+00	0.0000e+00
1.2433e+00	1.0961e+01	-9.3864e-01	3.0087e-01	1.0000e+00	0.0000e+00
1.3883e+00	1.0961e+01	-1.4032e+00	9.5825e-02	0.0000e+00	0.0000e+00
1.5334e+00	1.0961e+01	-1.6624e+00	3.7899e-01	0.0000e+00	0.0000e+00
1.6784e+00	1.0961e+01	-1.6475e+00	3.3944e-01	0.0000e+00	0.0000e+00
1.8235e+00	1.0961e+01	-1.0408e+00	8.0037e-02	1.0000e+00	0.0000e+00
1.9685e+00	1.0961e+01	-9.5778e-01	1.4766e-02	1.0000e+00	0.0000e+00
2.1136e+00	1.0961e+01	-5.5578e-01	7.1227e-02	0.0000e+00	0.0000e+00
2.2586e+00	1.0961e+01	-5.2044e-01	1.1495e-01	0.0000e+00	0.0000e+00
2.4036e+00	1.0961e+01	-6.6151e-01	1.9751e-01	0.0000e+00	0.0000e+00
2.5487e+00	1.0961e+01	-5.3762e-01	8.2058e-02	0.0000e+00	0.0000e+00
2.6937e+00	1.0961e+01	-5.3130e-01	5.5126e-02	0.0000e+00	0.0000e+00
2.8388e+00	1.0961e+01	-5.0593e-01	1.0713e-02	0.0000e+00	0.0000e+00
2.9838e+00	1.0961e+01	-6.0872e-01	-4.8431e-02	1.0000e+00	0.0000e+00
3.1289e+00	1.0961e+01	-5.1548e-01	2.3005e-02	0.0000e+00	0.0000e+00
3.2739e+00	1.0961e+01	-6.0620e-01	6.1220e-02	0.0000e+00	0.0000e+00
3.4190e+00	1.0961e+01	-5.9646e-01	1.8686e-01	0.0000e+00	0.0000e+00
3.5640e+00	1.0961e+01	-5.6255e-01	1.2133e-01	0.0000e+00	0.0000e+00
3.7091e+00	1.0961e+01	-5.8333e-01	9.3751e-02	0.0000e+00	0.0000e+00
3.8541e+00	1.0961e+01	-5.4740e-01	2.5918e-02	0.0000e+00	0.0000e+00
3.9992e+00	1.0961e+01	-6.0561e-01	3.3357e-02	0.0000e+00	0.0000e+00
4.1442e+00	1.0961e+01	-5.9081e-01	4.0205e-02	0.0000e+00	0.0000e+00
4.2893e+00	1.0961e+01	-4.1355e-01	5.7209e-02	0.0000e+00	0.0000e+00
4.4343e+00	1.0961e+01	-3.8804e-01	-3.3706e-02	0.0000e+00	0.0000e+00
4.5794e+00	1.0961e+01	-4.9626e-01	-5.3494e-02	0.0000e+00	0.0000e+00
4.7244e+00	1.0961e+01	-8.7365e-01	-2.7582e-01	1.0000e+00	0.0000e+00
4.8695e+00	1.0961e+01	-9.1732e-01	-3.0737e-01	1.0000e+00	0.0000e+00
5.0145e+00	1.0961e+01	-9.6127e-01	-3.4236e-01	1.0000e+00	0.0000e+00
5.1596e+00	1.0961e+01	-1.0073e+00	-3.7483e-01	1.0000e+00	0.0000e+00
5.3046e+00	1.0961e+01	-3.7276e-01	-5.2212e-02	0.0000e+00	0.0000e+00
5.4496e+00	1.0961e+01	-4.9525e-01	-8.8332e-02	0.0000e+00	0.0000e+00
5.5947e+00	1.0961e+01	-6.5326e-01	-5.7265e-02	0.0000e+00	0.0000e+00
5.7397e+00	1.0961e+01	-6.5924e-01	-1.3559e-01	0.0000e+00	0.0000e+00
5.8848e+00	1.0961e+01	-5.2779e-01	-6.6671e-02	0.0000e+00	0.0000e+00
6.0298e+00	1.0961e+01	-6.8713e-01	-7.7713e-02	0.0000e+00	0.0000e+00
6.1749e+00	1.0961e+01	-1.3198e-01	-1.6163e+00	0.0000e+00	0.0000e+00
6.3199e+00	1.0961e+01	-2.0814e-01	-1.6118e+00	0.0000e+00	0.0000e+00
6.4650e+00	1.0961e+01	-3.0435e-01	-1.5414e+00	0.0000e+00	0.0000e+00
6.6100e+00	1.0961e+01	-3.5334e-02	-1.5163e+00	0.0000e+00	0.0000e+00
6.7551e+00	1.0961e+01	-2.6899e-01	-1.5161e+00	1.0000e+00	0.0000e+00
6.9001e+00	1.0961e+01	-1.6324e-02	-1.3169e+00	0.0000e+00	0.0000e+00
7.0452e+00	1.0961e+01	-2.2819e-01	-1.4603e+00	0.0000e+00	0.0000e+00
7.1902e+00	1.0961e+01	-2.4843e-01	-1.6969e+00	0.0000e+00	0.0000e+00
7.3353e+00	1.0961e+01	-2.2127e-01	-1.4697e+00	1.0000e+00	0.0000e+00
7.4803e+00	1.0961e+01	-2.9548e-01	-1.4224e+00	0.0000e+00	0.0000e+00
7.6254e+00	1.0961e+01	-2.7334e-01	-1.3766e+00	0.0000e+00	0.0000e+00
7.7704e+00	1.0961e+01	4.9295e-02	-1.3440e+00	0.0000e+00	0.0000e+00
7.9155e+00	1.0961e+01	-4.2371e-01	-9.0965e-01	0.0000e+00	0.0000e+00
8.0605e+00	1.0961e+01	-3.2315e-01	-7.2259e-01	1.0000e+00	0.0000e+00
8.2056e+00	1.0961e+01	-3.6130e-01	-4.8843e-01	1.0000e+00	0.0000e+00
8.3506e+00	1.0961e+01	9.7521e-02	3.0448e-02	0.0000e+00	0.0000e+00
8.4956e+00	1.0961e+01	-3.2503e-01	1.1868e-01	0.0000e+00	0.0000e+00
8.6407e+00	1.0961e+01	-3.9735e-01	2.2999e-01	0.0000e+00	0.0000e+00
8.7857e+00	1.0961e+01	-3.8718e-01	2.7354e-01	0.0000e+00	0.0000e+00
8.9308e+00	1.0961e+01	-4.1243e-01	1.8757e-01	0.0000e+00	0.0000e+00
9.0758e+00	1.0961e+01	-4.9492e-01	-3.9300e-01	1.0000e+00	0.0000e+00
9.2209e+00	1.0961e+01	-4.7610e-01	-6.7899e-01	1.0000e+00	0.0000e+00
9.3659e+00	1.0961e+01	-2.9283e-01	-9.7530e-01	0.0000e+00	0.0000e+00
9.5110e+00	1.0961e+01	-1.1219e-01	-1.7269e+00	0.0000e+00	0.0000e+00
9.6560e+00	1.0961e+01	-4.4188e-01	-1.9648e+00	0.0000e+00	0.0000e+00
9.8011e+00	1.0961e+01	-3.2429e-01	-2.2056e+00	0.0000e+00	0.0000e+00
9.9461e+00	1.0961e+01	1.2761e-01	-1.3821e+00	0.0000e+00	0.0000e+00
1.0091e+01	1.0961e+01	-3.1741e-01	-1.4024e+00	0.0000e+00	0.0000e+00
1.0236e+01	1.0961e+01	-3.9459e-01	-1.5644e+00	0.0000e+00	0.0000e+00
1.0381e+01	1.0961e+01	-5.3053e-01	-1.6925e+00	0.0000e+00	0.0000e+00
1.0526e+01	1.0961e+01	-7.1815e-01	-1.6635e+00	0.0000e+00	0.0000e+00
1.0671e+01	1.0961e+01	-5.8171e-01	-1.8152e+00	0.0000e+00	0.0000e+00
1.0816e+01	1.0961e+01	-5.8700e-01	-1.8906e+00	0.0000e+00	0.0000e+00
1.0961e+01	1.0961e+01	-5.7057e-01	-1.7218e+00	0.0000e+00	0.0000e+00
1.1107e+01	1.0961e+01	-3.4119e-01	-1.8666e+00	0.0000e+00	0.0000e+00
1.1252e+01	1.0961e+01	-4.6735e-01	-1.9693e+00	0.0000e+00	0.0000e+00
1.1397e+01	1.0961e+01	-6.2478e-01	-2.1883e+00	0.0000e+00	0.0000e+00
1.1542e+01	1.0961e+01	-6.5693e-01	-2.4948e+00	0.0000e+00	0.0000e+00
1.1687e+01	1.0961e+01	-7.7916e-01	-2.5745e+00	0.0000e+00	0.0000e+00
1.1832e+01	1.0961e+01	-4.6872e-01	-2.1064e+00	0.0000e+00	0.0000e+00
1.1977e+01	1.0961e+01	-4.6008e-01	-1.6717e+00	0.0000e+00	0.0000e+00
1.2122e+01	1.0961e+01	-4.2892e-01	-1.4146e+00	0.0000e+00	0.0000e+00
1.2267e+01	1.0961e+01	-4.4760e-01	-1.2771e+00	0.0000e+00	0.0000e+00
1.2412e+01	1.0961e+01	-6.7732e-01	-5.2289e-01	0.0000e+00	0.0000e+00
1.2557e+01	1.0961e+01	-4.8792e-01	-3.6058e-01	0.0000e+00	0.0000e+00
1.2702e+01	1.0961e+01	-3.7862e-01	1.0324e-03	0.0000e+00	0.0000e+00
1.2847e+01	1.0961e+01	-4.3800e-01	3.5663e-01	0.0000e+00	0.0000e+00
1.2992e+01	1.0961e+01	-5.5189e-01	4.8702e-01	0.0000e+00	0.0000e+00
1.3137e+01	1.0961e+01	-1.3072e+00	1.0734e+00	0.0000e+00	0.0000e+00
1.3282e+01	1.0961e+01	-2.2972e+00	3.4082e+00	0.0000e+00	0.0000e+00
1.3427e+01	1.0961e+01	-8.7677e+00	-3.8588e+00	0.0000e+00	0.0000e+00
1.3572e+01	1.0961e+01	-4.0683e-01	-1.4983e-01	0.0000e+00	0.0000e+00
1.3717e+01	1.0961e+01	-3.2032e-01	2.9531e-02	0.0000e+00	0.0000e+00
1.3862e+01	1.0961e+01	-8.8930e-02	5.8683e-03	0.0000e+00	0.0000e+00
1.4007e+01	1.0961e+01	-4.5012e-01	2.9539e-01	0.0000e+00	0.0000e+00
1.4153e+01	1.0961e+01	-4.2528e-01	2.5697e-01	0.0000e+00	0.0000e+00
1.4298e+01	1.0961e+01	-4.4962e-01	1.3189e-01	0.0000e+00	0.0000e+00
1.4443e+01	1.0961e+01	-4.0786e-01	5.8198e-02	0.0000e+00	0.0000e+00
1.4588e+01	1.0961e+01	-4.9008e-01	6.4886e-02	0.0000e+00	0.0000e+00
1.4733e+01	1.0961e+01	-5.9722e-01	1.2319e-01	0.0000e+00	0.0000e+00
1.4878e+01	1.0961e+01	-5.8236e-01	1.4174e-01	0.0000e+00	0.0000e+00
1.5023e+01	1.0961e+01	-5.7678e-01	2.0054e-01	0.0000e+00	0.0000e+00
1.5168e+01	1.0961e+01	-5.0847e-01	1.5481e-01	0.0000e+00	0.0000e+00
1.5313e+01	1.0961e+01	-5.1977e-01	1.1660e-01	0.0000e+00	0.0000e+00
1.5458e+01	1.0961e+01	-5.5980e-01	1.5178e-01	0.0000e+00	0.0000e+00
1.5603e+01	1.0961e+01	-5.1247e-01	1.7329e-01	0.0000e+00	0.0000e+00
1.5748e+01	1.0961e+01	1.0673e-01	3.2901e-01	0.0000e+00	0.0000e+00
1.5893e+01	1.0961e+01	-4.9894e-01	1.7468e-01	1.0000e+00	0.0000e+00
1.6038e+01	1.0961e+01	-4.8540e-01	8.8508e-02	0.0000e+00	0.0000e+00
1.6183e+01	1.0961e+01	-5.0511e-01	1.4471e-01	0.0000e+00	0.0000e+00
1.6328e+01	1.0961e+01	-5.5186e-01	1.0261e-01	0.0000e+00	0.0000e+00
1.6473e+01	1.0961e+01	-4.6750e-01	4.1625e-02	0.0000e+00	0.0000e+00
1.6618e+01	1.0961e+01	-5.3784e-01	9.6051e-02	0.0000e+00	0.0000e+00
1.6763e+01	1.0961e+01	-4.4053e-01	1.7453e-01	0.0000e+00	0.0000e+00
1.6908e+01	1.0961e+01	-5.9115e-01	3.1334e-01	0.0000e+00	0.0000e+00
1.7053e+01	1.0961e+01	-5.4573e-01	2.2111e-01	1.0000e+00	0.0000e+00
1.7199e+01	1.0961e+01	-7.0024e-01	3.8912e-01	0.0000e+00	0.0000e+00
1.7344e+01	1.0961e+01	-5.4994e-01	2.2054e-01	1.0000e+00	0.0000e+00
1.7489e+01	1.0961e+01	-5.4166e-01	2.1617e-01	1.0000e+00	0.0000e+00
1.7634e+01	1.0961e+01	-4.5063e-01	2.9040e-01	0.0000e+00	0.0000e+00
1.7779e+01	1.0961e+01	-5.4884e-01	2.3096e-01	0.0000e+00	0.0000e+00
1.7924e+01	1.0961e+01	-4.4270e-01	2.8042e-01	0.0000e+00	0.0000e+00
1.8069e+01	1.0961e+01	-3.1775e-01	3.4894e-01	0.0000e+00	0.0000e+00
1.8214e+01	1.0961e+01	-9.4875e+00	7.4121e+00	0.0000e+00	0.0000e+00
1.8359e+01	1.0961e+01	-4.2677e-01	3.8346e-01	0.0000e+00	0.0000e+00
1.8504e+01	1.0961e+01	-5.3745e-01	4.1972e-01	0.0000e+00	0.0000e+00
1.8649e+01	1.0961e+01	-5.9820e-01	3.8497e-01	0.0000e+00	0.0000e+00
1.8794e+01	1.0961e+01	-5.5572e-01	3.3049e-01	0.0000e+00	0.0000e+00
1.8939e+01	1.0961e+01	-5.8899e-01	1.2480e-01	0.0000e+00	0.0000e+00
1.9084e+01	1.0961e+01	-5.7855e-01	6.2318e-02	0.0000e+00	0.0000e+00
1.9229e+01	1.0961e+01	-5.0683e-01	1.4551e-01	0.0000e+00	0.0000e+00
1.9374e+01	1.0961e+01	-5.2088e-01	1.4894e-01	0.0000e+00	0.0000e+00
1.9519e+01	1.0961e+01	-5.5575e-01	1.0640e-01	1.0000e+00	0.0000e+00
1.9664e+01	1.0961e+01	-5.3602e-01	9.4292e-02	1.0000e+00	0.0000e+00
2.2793e-01	1.0816e+01	-4.8387e-01	-2.8893e-03	1.0000e+00	0.0000e+00
3.7298e-01	1.0816e+01	-4.4544e-01	-1.8207e-02	0.0000e+00	0.0000e+00
5.1803e-01	1.0816e+01	-4.7305e-01	1.4964e-02	0.0000e+00	0.0000e+00
6.6308e-01	1.0816e+01	-5.5499e-01	7.0340e-02	0.0000e+00	0.0000e+00
8.0812e-01	1.0816e+01	-2.0399e+00	2.1926e+00	0.0000e+00	0.0000e+00
9.5317e-01	1.0816e+01	-8.6771e-01	1.7154e-01	1.0000e+00	0.0000e+00
1.0982e+00	1.0816e+01	-9.3165e-01	1.9776e-01	1.0000e+00	0.0000e+00
1.2433e+00	1.0816e+01	-9.6731e-01	2.1357e-01	1.0000e+00	0.0000e+00
1.3883e+00	1.0816e+01	-1.3532e+00	6.7720e-01	0.0000e+00	0.0000e+00
1.5334e+00	1.0816e+01	-1.4777e+00	1.5879e-01	0.0000e+00	0.0000e+00
1.6784e+00	1.0816e+01	-6.9453e-01	-1.4664e-02	0.0000e+00	0.0000e+00
1.8235e+00	1.0816e+01	-2.1794e+00	-5.0699e-01	0.0000e+00	0.0000e+00
1.9685e+00	1.0816e+01	4.7794e+00	6.4308e+00	0.0000e+00	0.0000e+00
2.1136e+00	1.0816e+01	-5.7898e-01	3.2734e-02	0.0000e+00	0.0000e+00
2.2586e+00	1.0816e+01	-5.4033e-01	1.0159e-01	0.0000e+00	0.0000e+00
2.4036e+00	1.0816e+01	-4.9259e-01	1.0084e-01	0.0000e+00	0.0000e+00
2.5487e+00	1.0816e+01	-6.3620e-01	-8.8042e-02	1.0000e+00	0.0000e+00
2.6937e+00	1.0816e+01	-4.9350e-01	5.7070e-03	0.0000e+00	0.0000e+00
2.8388e+00	1.0816e+01	-4.8015e-01	-2.5924e-02	0.0000e+00	0.0000e+00
2.9838e+00	1.0816e+01	-4.7700e-01	-2.3339e-02	0.0000e+00	0.0000e+00
3.1289e+00	1.0816e+01	-4.8839e-01	5.5134e-03	0.0000e+00	0.0000e+00
3.2739e+00	1.0816e+01	-3.9199e-01	2.6809e-01	1.0000e+00	0.0000e+00
3.4190e+00	1.0816e+01	-5.8614e-01	4.6517e-02	0.0000e+00	0.0000e+00
3.5640e+00	1.0816e+01	-6.6986e-01	1.6839e-01	0.0000e+00	0.0000e+00
3.7091e+00	1.0816e+01	-3.0329e-01	3.4068e-01	1.0000e+00	0.0000e+00
3.8541e+00	1.0816e+01	-4.5698e-01	1.0973e-01	0.0000e+00	0.0000e+00
3.9992e+00	1.0816e+01	-4.3286e-01	3.1344e-03	0.0000e+00	0.0000e+00
4.1442e+00	1.0816e+01	-4.7169e-01	-8.4673e-03	0.0000e+00	0.0000e+00
4.2893e+00	1.0816e+01	-4.8635e-01	3.2549e-02	1.0000e+00	0.0000e+00
4.4343e+00	1.0816e+01	-4.7426e-01	1.2714e-01	0.0000e+00	0.0000e+00
4.5794e+00	1.0816e+01	-4.7244e-01	1.0478e-01	0.0000e+00	0.0000e+00
4.7244e+00	1.0816e+01	-7.9941e-01	-2.1061e-01	1.0000e+00	0.0000e+00
4.8695e+00	1.0816e+01	-4.7391e-01	-3.1764e-02	0.0000e+00	0.0000e+00
5.0145e+00	1.0816e+01	-8.8226e-01	-2.5294e-01	1.0000e+00	0.0000e+00
5.1596e+00	1.0816e+01	-9.2890e-01	-2.8630e-01	1.0000e+00	0.0000e+00
5.3046e+00	1.0816e+01	-9.1887e-01	-2.7784e-01	1.0000e+00	0.0000e+00
5.4496e+00	1.0816e+01	-9.1403e-01	-2.6708e-01	1.0000e+00	0.0000e+00
5.5947e+00	1.0816e+01	-9.0274e-01	-2.4240e-01	1.0000e+00	0.0000e+00
5.7397e+00	1.0816e+01	-5.0343e-01	-6.3871e-02	0.0000e+00	0.0000e+00
5.8848e+00	1.0816e+01	-5.3067e-01	3.0455e-02	0.0000e+00	0.0000e+00
6.0298e+00	1.0816e+01	-7.2138e-01	7.5019e-02	0.0000e+00	0.0000e+00
6.1749e+00	1.0816e+01	-1.6380e-01	-1.5992e+00	0.0000e+00	0.0000e+00
6.3199e+00	1.0816e+01	-2.3932e-01	-1.5717e+00	0.0000e+00	0.0000e+00
6.4650e+00	1.0816e+01	-3.4800e-01	-1.3208e+00	1.0000e+00	0.0000e+00
6.6100e+00	1.0816e+01	-7.2189e-02	-1.4991e+00	0.0000e+00	0.0000e+00
6.7551e+00	1.0816e+01	-7.5202e-02	-1.4976e+00	0.0000e+00	0.0000e+00
6.9001e+00	1.0816e+01	-2.6000e-01	-1.4804e+00	1.0000e+00	0.0000e+00
7.0452e+00	1.0816e+01	-3.0692e-01	-1.5249e+00	0.0000e+00	0.0000e+00
7.1902e+00	1.0816e+01	-4.0002e-01	-1.5625e+00	0.0000e+00	0.0000e+00
7.3353e+00	1.0816e+01	-3.2585e-01	-1.6213e+00	0.0000e+00	0.0000e+00
7.4803e+00	1.0816e+01	-2.1774e-01	-1.4222e+00	1.0000e+00	0.0000e+00
7.6254e+00	1.0816e+01	-2.7190e-01	-1.4818e+00	0.0000e+00	0.0000e+00
7.7704e+00	1.0816e+01	-3.3991e-01	-1.3515e+00	0.0000e+00	0.0000e+00
7.9155e+00	1.0816e+01	-2.6209e-01	-9.6851e-01	1.0000e+00	0.0000e+00
8.0605e+00	1.0816e+01	-3.0285e-01	-7.5216e-01	1.0000e+00	0.0000e+00
8.2056e+00	1.0816e+01	-3.4650e-01	-5.1363e-01	1.0000e+00	0.0000e+00
8.3506e+00	1.0816e+01	-4.2877e-01	2.5830e-02	0.0000e+00	0.0000e+00
8.4956e+00	1.0816e+01	-4.9645e-01	6.6421e-02	0.0000e+00	0.0000e+00
8.6407e+00	1.0816e+01	-4.7905e-01	2.6706e-02	0.0000e+00	0.0000e+00
8.7857e+00	1.0816e+01	-4.7314e-01	-3.2471e-02	0.0000e+00	0.0000e+00
8.9308e+00	1.0816e+01	-5.1221e-01	8.6320e-03	0.0000e+00	0.0000e+00
9.0758e+00	1.0816e+01	-5.8985e-01	2.3665e-02	0.0000e+00	0.0000e+00
9.2209e+00	1.0816e+01	-6.4238e-01	-4.3760e-01	1.0000e+00	0.0000e+00
9.3659e+00	1.0816e+01	-6.2828e-01	-7.4637e-01	1.0000e+00	0.0000e+00
9.5110e+00	1.0816e+01	-2.4002e-01	-1.5686e+00	0.0000e+00	0.0000e+00
9.6560e+00	1.0816e+01	-4.9869e-01	-1.6953e+00	0.0000e+00	0.0000e+00
9.8011e+00	1.0816e+01	-4.7391e-01	-2.0497e+00	0.0000e+00	0.0000e+00
9.9461e+00	1.0816e+01	-3.0012e-01	-1.8104e+00	1.0000e+00	0.0000e+00
1.0091e+01	1.0816e+01	-3.1662e-01	-1.6309e+00	0.0000e+00	0.0000e+00
1.0236e+01	1.0816e+01	-3.6839e-01	-1.8292e+00	0.0000e+00	0.0000e+00
1.0381e+01	1.0816e+01	-4.9343e-01	-1.8246e+00	0.0000e+00	0.0000e+00
1.0526e+01	1.0816e+01	-5.5785e-01	-1.5956e+00	0.0000e+00	0.0000e+00
1.0671e+01	1.0816e+01	-5.4424e-01	-1.7732e+00	0.0000e+00	0.0000e+00
1.0816e+01	1.0816e+01	-5.3994e-01	-1.9278e+00	0.0000e+00	0.0000e+00
1.0961e+01	1.0816e+01	-5.0685e-01	-1.8657e+00	0.0000e+00	0.0000e+00
1.1107e+01	1.0816e+01	-3.8962e-01	-1.7905e+00	0.0000e+00	0.0000e+00
1.1252e+01	1.0816e+01	-5.1659e-01	-2.0158e+00	0.0000e+00	0.0000e+00
1.1397e+01	1.0816e+01	-5.6378e-01	-2.1344e+00	0.0000e+00	0.0000e+00
1.1542e+01	1.0816e+01	-7.0136e-01	-2.2607e+00	0.0000e+00	0.0000e+00
1.1687e+01	1.0816e+01	-4.9677e-01	-2.0180e+00	1.0000e+00	0.0000e+00
1.1832e+01	1.0816e+01	-4.6933e-01	-2.0677e+00	0.0000e+00	0.0000e+00
1.1977e+01	1.0816e+01	-4.5197e-01	-1.8835e+00	0.0000e+00	0.0000e+00
1.2122e+01	1.0816e+01	-4.1004e-01	-1.2309e+00	1.0000e+00	0.0000e+00
1.2267e+01	1.0816e+01	-4.4570e-01	-1.2993e+00	0.0000e+00	0.0000e+00
1.2412e+01	1.0816e+01	-4.8868e-01	-4.7771e-01	0.0000e+00	0.0000e+00
1.2557e+01	1.0816e+01	-4.0364e-01	-6.9512e-01	0.0000e+00	0.0000e+00
1.2702e+01	1.0816e+01	-4.6866e-01	-9.0461e-01	0.0000e+00	0.0000e+00
1.2847e+01	1.0816e+01	-5.1766e-01	1.6520e-01	0.0000e+00	0.0000e+00
1.2992e+01	1.0816e+01	-5.6735e-01	5.4589e-01	0.0000e+00	0.0000e+00
1.3137e+01	1.0816e+01	-1.1717e+00	1.0170e+00	0.0000e+00	0.0000e+00
1.3282e+01	1.0816e+01	-3.8943e-01	1.6526e-01	0.0000e+00	0.0000e+00
1.3427e+01	1.0816e+01	6.3477e-01	7.8840e+00	0.0000e+00	0.0000e+00
1.3572e+01	1.0816e+01	-3.6650e-01	2.7374e-02	0.0000e+00	0.0000e+00
1.3717e+01	1.0816e+01	-4.2665e-01	1.0319e-01	0.0000e+00	0.0000e+00
1.3862e+01	1.0816e+01	-1.3866e-01	-1.0234e-01	0.0000e+00	0.0000e+00
1.4007e+01	1.0816e+01	-3.0755e-01	1.2628e-01	0.0000e+00	0.0000e+00
1.4153e+01	1.0816e+01	-3.2546e-01	2.0054e-01	0.0000e+00	0.0000e+00
1.4298e+01	1.0816e+01	-4.5756e-01	8.8391e-02	0.0000e+00	0.0000e+00
1.4443e+01	1.0816e+01	-4.9512e-01	8.4180e-02	0.0000e+00	0.0000e+00
1.4588e+01	1.0816e+01	-5.9340e-01	1.0475e-01	0.0000e+00	0.0000e+00
1.4733e+01	1.0816e+01	-6.2589e-01	1.0315e-01	0.0000e+00	0.0000e+00
1.4878e+01	1.0816e+01	-5.5161e-01	1.5613e-01	0.0000e+00	0.0000e+00
1.5023e+01	1.0816e+01	-5.0004e-01	1.7422e-01	0.0000e+00	0.0000e+00
1.5168e+01	1.0816e+01	-4.9873e-01	1.7341e-01	0.0000e+00	0.0000e+00
1.5313e+01	1.0816e+01	-4.9659e-01	1.5840e-01	0.0000e+00	0.0000e+00
1.5458e+01	1.0816e+01	-5.6642e-01	1.6885e-01	0.0000e+00	0.0000e+00
1.5603e+01	1.0816e+01	-5.4784e-01	9.6157e-02	0.0000e+00	0.0000e+00
1.5748e+01	1.0816e+01	-4.8628e-01	1.7531e-01	1.0000e+00	0.0000e+00
1.5893e+01	1.0816e+01	-4.9697e-01	1.6988e-01	1.0000e+00	0.0000e+00
1.6038e+01	1.0816e+01	-4.9287e-01	1.4107e-01	0.0000e+00	0.0000e+00
1.6183e+01	1.0816e+01	-5.7076e-01	1.2491e-01	0.0000e+00	0.0000e+00
1.6328e+01	1.0816e+01	-5.9171e-01	1.1588e-01	0.0000e+00	0.0000e+00
1.6473e+01	1.0816e+01	-5.0326e-01	1.6758e-01	1.0000e+00	0.0000e+00
1.6618e+01	1.0816e+01	-4.9440e-01	1.6889e-01	0.0000e+00	0.0000e+00
1.6763e+01	1.0816e+01	-4.8847e-01	2.5607e-01	0.0000e+00	0.0000e+00
1.6908e+01	1.0816e+01	-5.6066e-01	2.3137e-01	0.0000e+00	0.0000e+00
1.7053e+01	1.0816e+01	-6.2368e-01	1.3322e-01	0.0000e+00	0.0000e+00
1.7199e+01	1.0816e+01	-9.9932e-01	1.8170e-01	0.0000e+00	0.0000e+00
1.7344e+01	1.0816e+01	-5.8659e-01	1.0278e-01	0.0000e+00	0.0000e+00
1.7489e+01	1.0816e+01	-5.2523e-01	8.3600e-02	0.0000e+00	0.0000e+00
1.7634e+01	1.0816e+01	-4.7945e-01	3.7122e-01	0.0000e+00	0.0000e+00
1.7779e+01	1.0816e+01	-4.3621e-01	2.8918e-01	0.0000e+00	0.0000e+00
1.7924e+01	1.0816e+01	-6.9929e-01	1.2673e-01	0.0000e+00	0.0000e+00
1.8069e+01	1.0816e+01	-7.3062e-01	4.8994e-01	1.0000e+00	0.0000e+00
1.8214e+01	1.0816e+01	-7.5468e-01	5.0191e-01	1.0000e+00	0.0000e+00
1.8359e+01	1.0816e+01	-4.5875e-01	3.9451e-01	0.0000e+00	0.0000e+00
1.8504e+01	1.0816e+01	-4.6358e-01	9.4554e-02	0.0000e+00	0.0000e+00
1.8649e+01	1.0816e+01	-5.1564e-01	1.9486e-01	0.0000e+00	0.0000e+00
1.8794e+01	1.0816e+01	-6.1648e-01	3.4048e-01	0.0000e+00	0.0000e+00
1.8939e+01	1.0816e+01	-5.9535e-01	2.0194e-01	0.0000e+00	0.0000e+00
1.9084e+01	1.0816e+01	-5.8551e-01	1.3946e-01	0.0000e+00	0.0000e+00
1.9229e+01	1.0816e+01	-5.0190e-01	1.2915e-01	0.0000e+00	0.0000e+00
1.9374e+01	1.0816e+01	-6.1472e-01	-1.1722e-02	0.0000e+00	0.0000e+00
1.9519e+01	1.0816e+01	-5.4861e-01	1.2339e-01	1.0000e+00	0.0000e+00
1.9664e+01	1.0816e+01	-1.2832e+00	7.4069e-02	0.0000e+00	0.0000e+00
2.2793e-01	1.0671e+01	-4.6766e-01	3.1104e-02	0.0000e+00	0.0000e+00
3.7298e-01	1.0671e+01	-4.6787e-01	-3.6803e-02	0.0000e+00	0.0000e+00
5.1803e-01	1.0671e+01	-4.8131e-01	-1.3536e-02	0.0000e+00	0.0000e+00
6.6308e-01	1.0671e+01	-5.4227e-01	-2.2411e-02	0.0000e+00	0.0000e+00
8.0812e-01	1.0671e+01	-5.8704e-01	7.6552e-02	0.0000e+00	0.0000e+00
9.5317e-01	1.0671e+01	-8.0628e-01	1.9584e-01	1.0000e+00	0.0000e+00
1.0982e+00	1.0671e+01	-8.6935e-01	2.4358e-01	1.0000e+00	0.0000e+00
1.2433e+00	1.0671e+01	-9.0020e-01	2.5736e-01	1.0000e+00	0.0000e+00
1.3883e+00	1.0671e+01	-1.0276e+00	5.2464e-01	0.0000e+00	0.0000e+00
1.5334e+00	1.0671e+01	-5.2215e-01	4.9905e-02	0.0000e+00	0.0000e+00
1.6784e+00	1.0671e+01	-5.3043e-01	3.8870e-02	0.0000e+00	0.0000e+00
1.8235e+00	1.0671e+01	-1.0090e+00	2.9989e-01	1.0000e+00	0.0000e+00
1.9685e+00	1.0671e+01	-8.8657e-01	1.3701e-01	1.0000e+00	0.0000e+00
